split,image_id,true_label,resnet_probability,resnet_label,densenet_probability,densenet_label,efficientnet_probability,efficientnet_label,gel_probability,gel_label
train,IMG0000125.jpg,Non_fractured,0.1207,Non_fractured,0.0001,Non_fractured,0.0674,Non_fractured,0.0549,Non_fractured
train,IMG0000126.jpg,Non_fractured,0.0224,Non_fractured,0.0001,Non_fractured,0.0996,Non_fractured,0.0329,Non_fractured
train,IMG0000127.jpg,Non_fractured,0.0032,Non_fractured,0.0000,Non_fractured,0.0649,Non_fractured,0.0179,Non_fractured
train,IMG0000128.jpg,Non_fractured,0.0221,Non_fractured,0.0004,Non_fractured,0.0029,Non_fractured,0.0078,Non_fractured
train,IMG0000129.jpg,Non_fractured,0.0062,Non_fractured,0.0000,Non_fractured,0.0043,Non_fractured,0.0030,Non_fractured
train,IMG0000131.jpg,Non_fractured,0.0078,Non_fractured,0.0003,Non_fractured,0.1791,Non_fractured,0.0491,Non_fractured
train,IMG0000132.jpg,Non_fractured,0.0013,Non_fractured,0.0002,Non_fractured,0.1884,Non_fractured,0.0495,Non_fractured
train,IMG0000133.jpg,Non_fractured,0.0080,Non_fractured,0.0000,Non_fractured,0.0384,Non_fractured,0.0125,Non_fractured
train,IMG0000134.jpg,Non_fractured,0.0097,Non_fractured,0.0007,Non_fractured,0.0034,Non_fractured,0.0042,Non_fractured
train,IMG0000135.jpg,Non_fractured,0.0298,Non_fractured,0.0012,Non_fractured,0.1115,Non_fractured,0.0387,Non_fractured
train,IMG0000137.jpg,Non_fractured,0.0011,Non_fractured,0.0020,Non_fractured,0.3829,Non_fractured,0.0380,Non_fractured
train,IMG0000140.jpg,Non_fractured,0.0723,Non_fractured,0.0028,Non_fractured,0.1665,Non_fractured,0.0669,Non_fractured
train,IMG0000141.jpg,Non_fractured,0.0069,Non_fractured,0.0013,Non_fractured,0.0477,Non_fractured,0.0151,Non_fractured
train,IMG0000145.jpg,Non_fractured,0.2062,Non_fractured,0.0116,Non_fractured,0.3387,Non_fractured,0.1568,Non_fractured
train,IMG0000146.jpg,Non_fractured,0.1387,Non_fractured,0.0027,Non_fractured,0.3600,Non_fractured,0.1377,Non_fractured
train,IMG0000147.jpg,Non_fractured,0.1786,Non_fractured,0.0020,Non_fractured,0.3646,Non_fractured,0.1509,Non_fractured
train,IMG0000148.jpg,Non_fractured,0.4070,Non_fractured,0.0005,Non_fractured,0.3502,Non_fractured,0.3543,Non_fractured
train,IMG0000149.jpg,Non_fractured,0.0276,Non_fractured,0.0012,Non_fractured,0.0237,Non_fractured,0.0152,Non_fractured
train,IMG0000150.jpg,Non_fractured,0.0030,Non_fractured,0.0012,Non_fractured,0.1490,Non_fractured,0.0402,Non_fractured
train,IMG0000152.jpg,Non_fractured,0.0035,Non_fractured,0.0011,Non_fractured,0.0323,Non_fractured,0.0100,Non_fractured
train,IMG0000153.jpg,Non_fractured,0.0041,Non_fractured,0.0005,Non_fractured,0.1357,Non_fractured,0.0368,Non_fractured
train,IMG0000154.jpg,Non_fractured,0.0004,Non_fractured,0.0007,Non_fractured,0.0519,Non_fractured,0.0139,Non_fractured
train,IMG0000157.jpg,Non_fractured,0.4755,Non_fractured,0.0040,Non_fractured,0.4912,Non_fractured,0.4490,Fractured
train,IMG0000158.jpg,Non_fractured,0.1843,Non_fractured,0.0084,Non_fractured,0.3115,Non_fractured,0.1416,Non_fractured
train,IMG0000159.jpg,Non_fractured,0.3765,Non_fractured,0.0004,Non_fractured,0.0687,Non_fractured,0.0676,Non_fractured
train,IMG0000160.jpg,Non_fractured,0.0057,Non_fractured,0.0008,Non_fractured,0.0789,Non_fractured,0.0226,Non_fractured
train,IMG0000162.jpg,Non_fractured,0.5025,Non_fractured,0.0036,Non_fractured,0.1669,Non_fractured,0.2278,Non_fractured
train,IMG0000163.jpg,Non_fractured,0.2719,Non_fractured,0.1228,Non_fractured,0.8379,Fractured,0.3595,Non_fractured
train,IMG0000164.jpg,Non_fractured,0.5122,Non_fractured,0.1211,Non_fractured,0.7099,Fractured,0.5089,Fractured
train,IMG0000165.jpg,Non_fractured,0.1854,Non_fractured,0.0010,Non_fractured,0.1027,Non_fractured,0.0845,Non_fractured
train,IMG0000166.jpg,Non_fractured,0.0305,Non_fractured,0.0107,Non_fractured,0.0858,Non_fractured,0.0364,Non_fractured
train,IMG0000167.jpg,Non_fractured,0.1001,Non_fractured,0.0009,Non_fractured,0.5221,Non_fractured,0.0881,Non_fractured
train,IMG0000168.jpg,Non_fractured,0.0128,Non_fractured,0.0006,Non_fractured,0.1369,Non_fractured,0.0398,Non_fractured
train,IMG0000169.jpg,Non_fractured,0.1636,Non_fractured,0.0047,Non_fractured,0.1454,Non_fractured,0.0904,Non_fractured
train,IMG0000171.jpg,Non_fractured,0.1258,Non_fractured,0.0005,Non_fractured,0.3894,Non_fractured,0.0850,Non_fractured
train,IMG0000173.jpg,Non_fractured,0.0764,Non_fractured,0.0011,Non_fractured,0.0824,Non_fractured,0.0455,Non_fractured
train,IMG0000174.jpg,Non_fractured,0.0574,Non_fractured,0.0012,Non_fractured,0.1429,Non_fractured,0.0554,Non_fractured
train,IMG0000175.jpg,Non_fractured,0.0060,Non_fractured,0.0001,Non_fractured,0.1637,Non_fractured,0.0444,Non_fractured
train,IMG0000178.jpg,Non_fractured,0.0011,Non_fractured,0.0008,Non_fractured,0.0060,Non_fractured,0.0022,Non_fractured
train,IMG0000179.jpg,Non_fractured,0.1004,Non_fractured,0.0014,Non_fractured,0.1053,Non_fractured,0.0590,Non_fractured
train,IMG0000180.jpg,Non_fractured,0.0074,Non_fractured,0.0013,Non_fractured,0.0778,Non_fractured,0.0231,Non_fractured
train,IMG0000181.jpg,Non_fractured,0.0046,Non_fractured,0.0011,Non_fractured,0.0555,Non_fractured,0.0163,Non_fractured
train,IMG0000182.jpg,Non_fractured,0.0033,Non_fractured,0.0002,Non_fractured,0.0510,Non_fractured,0.0144,Non_fractured
train,IMG0000183.jpg,Non_fractured,0.0003,Non_fractured,0.0014,Non_fractured,0.0441,Non_fractured,0.0122,Non_fractured
train,IMG0000184.jpg,Non_fractured,0.1933,Non_fractured,0.0008,Non_fractured,0.3603,Non_fractured,0.1538,Non_fractured
train,IMG0000186.jpg,Non_fractured,0.0341,Non_fractured,0.0063,Non_fractured,0.2180,Non_fractured,0.0699,Non_fractured
train,IMG0000187.jpg,Non_fractured,0.0008,Non_fractured,0.0008,Non_fractured,0.0218,Non_fractured,0.0063,Non_fractured
train,IMG0000191.jpg,Non_fractured,0.0126,Non_fractured,0.0057,Non_fractured,0.1271,Non_fractured,0.0394,Non_fractured
train,IMG0000192.jpg,Non_fractured,0.0053,Non_fractured,0.0013,Non_fractured,0.5316,Fractured,0.0534,Non_fractured
train,IMG0000193.jpg,Non_fractured,0.0528,Non_fractured,0.0040,Non_fractured,0.4385,Non_fractured,0.0639,Non_fractured
train,IMG0000195.jpg,Non_fractured,0.0078,Non_fractured,0.0007,Non_fractured,0.0792,Non_fractured,0.0233,Non_fractured
train,IMG0000196.jpg,Non_fractured,0.0011,Non_fractured,0.0003,Non_fractured,0.0043,Non_fractured,0.0016,Non_fractured
train,IMG0000199.jpg,Non_fractured,0.0870,Non_fractured,0.0162,Non_fractured,0.2604,Non_fractured,0.1016,Non_fractured
train,IMG0000200.jpg,Non_fractured,0.8062,Fractured,0.0101,Non_fractured,0.0967,Non_fractured,0.2536,Non_fractured
train,IMG0000201.jpg,Non_fractured,0.0931,Non_fractured,0.0275,Non_fractured,0.1251,Non_fractured,0.0732,Non_fractured
train,IMG0000202.jpg,Non_fractured,0.0669,Non_fractured,0.0025,Non_fractured,0.0302,Non_fractured,0.0296,Non_fractured
train,IMG0000203.jpg,Non_fractured,0.3414,Non_fractured,0.0003,Non_fractured,0.2433,Non_fractured,0.1690,Non_fractured
train,IMG0000205.jpg,Non_fractured,0.0587,Non_fractured,0.0014,Non_fractured,0.3599,Non_fractured,0.0572,Non_fractured
train,IMG0000209.jpg,Non_fractured,0.0139,Non_fractured,0.0002,Non_fractured,0.0615,Non_fractured,0.0204,Non_fractured
train,IMG0000210.jpg,Non_fractured,0.1530,Non_fractured,0.0019,Non_fractured,0.1041,Non_fractured,0.0752,Non_fractured
train,IMG0000212.jpg,Non_fractured,0.0030,Non_fractured,0.0003,Non_fractured,0.0243,Non_fractured,0.0074,Non_fractured
train,IMG0000213.jpg,Non_fractured,0.0006,Non_fractured,0.0003,Non_fractured,0.2344,Non_fractured,0.0613,Non_fractured
train,IMG0000214.jpg,Non_fractured,0.3028,Non_fractured,0.0031,Non_fractured,0.0941,Non_fractured,0.1195,Non_fractured
train,IMG0000215.jpg,Non_fractured,0.1495,Non_fractured,0.0023,Non_fractured,0.0129,Non_fractured,0.0506,Non_fractured
train,IMG0000216.jpg,Non_fractured,0.0215,Non_fractured,0.0035,Non_fractured,0.0425,Non_fractured,0.0192,Non_fractured
train,IMG0000217.jpg,Non_fractured,0.0044,Non_fractured,0.0002,Non_fractured,0.0239,Non_fractured,0.0076,Non_fractured
train,IMG0000218.jpg,Non_fractured,0.3316,Non_fractured,0.0011,Non_fractured,0.3744,Non_fractured,0.3265,Non_fractured
train,IMG0000219.jpg,Non_fractured,0.0085,Non_fractured,0.0002,Non_fractured,0.3947,Non_fractured,0.0410,Non_fractured
train,IMG0000220.jpg,Non_fractured,0.0113,Non_fractured,0.0004,Non_fractured,0.1549,Non_fractured,0.0440,Non_fractured
train,IMG0000221.jpg,Non_fractured,0.0003,Non_fractured,0.0002,Non_fractured,0.0210,Non_fractured,0.0056,Non_fractured
train,IMG0000222.jpg,Non_fractured,0.0005,Non_fractured,0.0017,Non_fractured,0.0283,Non_fractured,0.0082,Non_fractured
train,IMG0000223.jpg,Non_fractured,0.0157,Non_fractured,0.0014,Non_fractured,0.0349,Non_fractured,0.0145,Non_fractured
train,IMG0000225.jpg,Non_fractured,0.0332,Non_fractured,0.0014,Non_fractured,0.0930,Non_fractured,0.0350,Non_fractured
train,IMG0000228.jpg,Non_fractured,0.0084,Non_fractured,0.0010,Non_fractured,0.0324,Non_fractured,0.0114,Non_fractured
train,IMG0000229.jpg,Non_fractured,0.0113,Non_fractured,0.0055,Non_fractured,0.0236,Non_fractured,0.0120,Non_fractured
train,IMG0000230.jpg,Non_fractured,0.0078,Non_fractured,0.0008,Non_fractured,0.4196,Non_fractured,0.0434,Non_fractured
train,IMG0000231.jpg,Non_fractured,0.0051,Non_fractured,0.0108,Non_fractured,0.1788,Non_fractured,0.0527,Non_fractured
train,IMG0000232.jpg,Non_fractured,0.0286,Non_fractured,0.0000,Non_fractured,0.2081,Non_fractured,0.0629,Non_fractured
train,IMG0000233.jpg,Non_fractured,0.0060,Non_fractured,0.0004,Non_fractured,0.0771,Non_fractured,0.0221,Non_fractured
train,IMG0000234.jpg,Non_fractured,0.0042,Non_fractured,0.0001,Non_fractured,0.0490,Non_fractured,0.0141,Non_fractured
train,IMG0000235.jpg,Non_fractured,0.0189,Non_fractured,0.0017,Non_fractured,0.1158,Non_fractured,0.0367,Non_fractured
train,IMG0000236.jpg,Non_fractured,0.0961,Non_fractured,0.0706,Non_fractured,0.2199,Non_fractured,0.1173,Non_fractured
train,IMG0000237.jpg,Non_fractured,0.2370,Non_fractured,0.0077,Non_fractured,0.0047,Non_fractured,0.0778,Non_fractured
train,IMG0000238.jpg,Non_fractured,0.0722,Non_fractured,0.0012,Non_fractured,0.2960,Non_fractured,0.0998,Non_fractured
train,IMG0000239.jpg,Non_fractured,0.0167,Non_fractured,0.0001,Non_fractured,0.0547,Non_fractured,0.0194,Non_fractured
train,IMG0000241.jpg,Non_fractured,0.0851,Non_fractured,0.0015,Non_fractured,0.1935,Non_fractured,0.0773,Non_fractured
train,IMG0000242.jpg,Non_fractured,0.0008,Non_fractured,0.0001,Non_fractured,0.0328,Non_fractured,0.0088,Non_fractured
train,IMG0000243.jpg,Non_fractured,0.0059,Non_fractured,0.0001,Non_fractured,0.0434,Non_fractured,0.0132,Non_fractured
train,IMG0000244.jpg,Non_fractured,0.0051,Non_fractured,0.0011,Non_fractured,0.1872,Non_fractured,0.0507,Non_fractured
train,IMG0000245.jpg,Non_fractured,0.0138,Non_fractured,0.0004,Non_fractured,0.1029,Non_fractured,0.0312,Non_fractured
train,IMG0000246.jpg,Non_fractured,0.4392,Non_fractured,0.0221,Non_fractured,0.0556,Non_fractured,0.0826,Non_fractured
train,IMG0000247.jpg,Non_fractured,0.1295,Non_fractured,0.0046,Non_fractured,0.1200,Non_fractured,0.0732,Non_fractured
train,IMG0000249.jpg,Non_fractured,0.1560,Non_fractured,0.0057,Non_fractured,0.5680,Fractured,0.2156,Non_fractured
train,IMG0000250.jpg,Non_fractured,0.1414,Non_fractured,0.0006,Non_fractured,0.1091,Non_fractured,0.0723,Non_fractured
train,IMG0000252.jpg,Non_fractured,0.0145,Non_fractured,0.0028,Non_fractured,0.1414,Non_fractured,0.0425,Non_fractured
train,IMG0000254.jpg,Non_fractured,0.0068,Non_fractured,0.0003,Non_fractured,0.1732,Non_fractured,0.0473,Non_fractured
train,IMG0000255.jpg,Non_fractured,0.0067,Non_fractured,0.0018,Non_fractured,0.3310,Non_fractured,0.0350,Non_fractured
train,IMG0000257.jpg,Non_fractured,0.0448,Non_fractured,0.0031,Non_fractured,0.1301,Non_fractured,0.0490,Non_fractured
train,IMG0000263.jpg,Non_fractured,0.1454,Non_fractured,0.0006,Non_fractured,0.5653,Fractured,0.2070,Non_fractured
train,IMG0000264.jpg,Non_fractured,0.0345,Non_fractured,0.0010,Non_fractured,0.3161,Non_fractured,0.0933,Non_fractured
train,IMG0000265.jpg,Non_fractured,0.0940,Non_fractured,0.0016,Non_fractured,0.2420,Non_fractured,0.0927,Non_fractured
train,IMG0000266.jpg,Non_fractured,0.0287,Non_fractured,0.0002,Non_fractured,0.0072,Non_fractured,0.0108,Non_fractured
train,IMG0000267.jpg,Non_fractured,0.0058,Non_fractured,0.0003,Non_fractured,0.0167,Non_fractured,0.0063,Non_fractured
train,IMG0000268.jpg,Non_fractured,0.0281,Non_fractured,0.0015,Non_fractured,0.1777,Non_fractured,0.0555,Non_fractured
train,IMG0000271.jpg,Non_fractured,0.0422,Non_fractured,0.0017,Non_fractured,0.0287,Non_fractured,0.0212,Non_fractured
train,IMG0000272.jpg,Non_fractured,0.5109,Non_fractured,0.0085,Non_fractured,0.4380,Non_fractured,0.4446,Fractured
train,IMG0000273.jpg,Non_fractured,0.0411,Non_fractured,0.0941,Non_fractured,0.7306,Fractured,0.1831,Non_fractured
train,IMG0000274.jpg,Non_fractured,0.0101,Non_fractured,0.0011,Non_fractured,0.1416,Non_fractured,0.0404,Non_fractured
train,IMG0000275.jpg,Non_fractured,0.0045,Non_fractured,0.0004,Non_fractured,0.0071,Non_fractured,0.0034,Non_fractured
train,IMG0000276.jpg,Non_fractured,0.0002,Non_fractured,0.0000,Non_fractured,0.0162,Non_fractured,0.0043,Non_fractured
train,IMG0000277.jpg,Non_fractured,0.0315,Non_fractured,0.0114,Non_fractured,0.2692,Non_fractured,0.0847,Non_fractured
train,IMG0000278.jpg,Non_fractured,0.0163,Non_fractured,0.0004,Non_fractured,0.0188,Non_fractured,0.0101,Non_fractured
train,IMG0000279.jpg,Non_fractured,0.0572,Non_fractured,0.0001,Non_fractured,0.3729,Non_fractured,0.0573,Non_fractured
train,IMG0000280.jpg,Non_fractured,0.0015,Non_fractured,0.0024,Non_fractured,0.2830,Non_fractured,0.0751,Non_fractured
train,IMG0000282.jpg,Non_fractured,0.3082,Non_fractured,0.0347,Non_fractured,0.7340,Fractured,0.3580,Non_fractured
train,IMG0000285.jpg,Non_fractured,0.0343,Non_fractured,0.0003,Non_fractured,0.0948,Non_fractured,0.0354,Non_fractured
train,IMG0000286.jpg,Non_fractured,0.0197,Non_fractured,0.0002,Non_fractured,0.0073,Non_fractured,0.0080,Non_fractured
train,IMG0000287.jpg,Non_fractured,0.0307,Non_fractured,0.0000,Non_fractured,0.0621,Non_fractured,0.0256,Non_fractured
train,IMG0000288.jpg,Non_fractured,0.0025,Non_fractured,0.0053,Non_fractured,0.0557,Non_fractured,0.0175,Non_fractured
train,IMG0000289.jpg,Non_fractured,0.0118,Non_fractured,0.0054,Non_fractured,0.6027,Fractured,0.0648,Non_fractured
train,IMG0000290.jpg,Non_fractured,0.0908,Non_fractured,0.0130,Non_fractured,0.4261,Non_fractured,0.0818,Non_fractured
train,IMG0000291.jpg,Non_fractured,0.0009,Non_fractured,0.0001,Non_fractured,0.0266,Non_fractured,0.0072,Non_fractured
train,IMG0000292.jpg,Non_fractured,0.0003,Non_fractured,0.0004,Non_fractured,0.0149,Non_fractured,0.0041,Non_fractured
train,IMG0000294.jpg,Non_fractured,0.0055,Non_fractured,0.0000,Non_fractured,0.1146,Non_fractured,0.0315,Non_fractured
train,IMG0000295.jpg,Non_fractured,0.0149,Non_fractured,0.0001,Non_fractured,0.1370,Non_fractured,0.0403,Non_fractured
train,IMG0000296.jpg,Non_fractured,0.0185,Non_fractured,0.0002,Non_fractured,0.1713,Non_fractured,0.0504,Non_fractured
train,IMG0000297.jpg,Non_fractured,0.0021,Non_fractured,0.0003,Non_fractured,0.0153,Non_fractured,0.0047,Non_fractured
train,IMG0000299.jpg,Non_fractured,0.0005,Non_fractured,0.0000,Non_fractured,0.0025,Non_fractured,0.0008,Non_fractured
train,IMG0000301.jpg,Non_fractured,0.5174,Non_fractured,0.0362,Non_fractured,0.0864,Non_fractured,0.1098,Non_fractured
train,IMG0000304.jpg,Non_fractured,0.0007,Non_fractured,0.0000,Non_fractured,0.0902,Non_fractured,0.0237,Non_fractured
train,IMG0000308.jpg,Non_fractured,0.0108,Non_fractured,0.0000,Non_fractured,0.0435,Non_fractured,0.0147,Non_fractured
train,IMG0000310.jpg,Non_fractured,0.0100,Non_fractured,0.0006,Non_fractured,0.0620,Non_fractured,0.0195,Non_fractured
train,IMG0000311.jpg,Non_fractured,0.0014,Non_fractured,0.0034,Non_fractured,0.0078,Non_fractured,0.0039,Non_fractured
train,IMG0000312.jpg,Non_fractured,0.0000,Non_fractured,0.0000,Non_fractured,0.0101,Non_fractured,0.0026,Non_fractured
train,IMG0000314.jpg,Non_fractured,0.0744,Non_fractured,0.0003,Non_fractured,0.0233,Non_fractured,0.0292,Non_fractured
train,IMG0000316.jpg,Non_fractured,0.0022,Non_fractured,0.0009,Non_fractured,0.0151,Non_fractured,0.0050,Non_fractured
train,IMG0000317.jpg,Non_fractured,0.0192,Non_fractured,0.0054,Non_fractured,0.3914,Non_fractured,0.0474,Non_fractured
train,IMG0000318.jpg,Non_fractured,0.2596,Non_fractured,0.0181,Non_fractured,0.1132,Non_fractured,0.1175,Non_fractured
train,IMG0000320.jpg,Non_fractured,0.5091,Non_fractured,0.4991,Fractured,0.4256,Non_fractured,0.4831,Fractured
train,IMG0000323.jpg,Non_fractured,0.0034,Non_fractured,0.0169,Non_fractured,0.4232,Non_fractured,0.0505,Non_fractured
train,IMG0000325.jpg,Non_fractured,0.0193,Non_fractured,0.0005,Non_fractured,0.0812,Non_fractured,0.0273,Non_fractured
train,IMG0000326.jpg,Non_fractured,0.0025,Non_fractured,0.0009,Non_fractured,0.0998,Non_fractured,0.0271,Non_fractured
train,IMG0000327.jpg,Non_fractured,0.0887,Non_fractured,0.0070,Non_fractured,0.1543,Non_fractured,0.0706,Non_fractured
train,IMG0000328.jpg,Non_fractured,0.0000,Non_fractured,0.0017,Non_fractured,0.0333,Non_fractured,0.0094,Non_fractured
train,IMG0000329.jpg,Non_fractured,0.0038,Non_fractured,0.0004,Non_fractured,0.0263,Non_fractured,0.0082,Non_fractured
train,IMG0000330.jpg,Non_fractured,0.0000,Non_fractured,0.0006,Non_fractured,0.0033,Non_fractured,0.0011,Non_fractured
train,IMG0000331.jpg,Non_fractured,0.0064,Non_fractured,0.0011,Non_fractured,0.0525,Non_fractured,0.0161,Non_fractured
train,IMG0000333.jpg,Non_fractured,0.0042,Non_fractured,0.0005,Non_fractured,0.1332,Non_fractured,0.0361,Non_fractured
train,IMG0000334.jpg,Non_fractured,0.0007,Non_fractured,0.0020,Non_fractured,0.0023,Non_fractured,0.0017,Non_fractured
train,IMG0000335.jpg,Non_fractured,0.0443,Non_fractured,0.0096,Non_fractured,0.0016,Non_fractured,0.0182,Non_fractured
train,IMG0000336.jpg,Non_fractured,0.0116,Non_fractured,0.0004,Non_fractured,0.2038,Non_fractured,0.0567,Non_fractured
train,IMG0000337.jpg,Non_fractured,0.0368,Non_fractured,0.0041,Non_fractured,0.0125,Non_fractured,0.0164,Non_fractured
train,IMG0000338.jpg,Non_fractured,0.0408,Non_fractured,0.0035,Non_fractured,0.2504,Non_fractured,0.0792,Non_fractured
train,IMG0000339.jpg,Non_fractured,0.0524,Non_fractured,0.0096,Non_fractured,0.3280,Non_fractured,0.1056,Non_fractured
train,IMG0000340.jpg,Non_fractured,0.0001,Non_fractured,0.0000,Non_fractured,0.0123,Non_fractured,0.0033,Non_fractured
train,IMG0000342.jpg,Non_fractured,0.0110,Non_fractured,0.0007,Non_fractured,0.0027,Non_fractured,0.0044,Non_fractured
train,IMG0000343.jpg,Non_fractured,0.0012,Non_fractured,0.0026,Non_fractured,0.0010,Non_fractured,0.0018,Non_fractured
train,IMG0000344.jpg,Non_fractured,0.0053,Non_fractured,0.0007,Non_fractured,0.0356,Non_fractured,0.0112,Non_fractured
train,IMG0000345.jpg,Non_fractured,0.0007,Non_fractured,0.0001,Non_fractured,0.0065,Non_fractured,0.0019,Non_fractured
train,IMG0000346.jpg,Non_fractured,0.0063,Non_fractured,0.0000,Non_fractured,0.0641,Non_fractured,0.0186,Non_fractured
train,IMG0000348.jpg,Non_fractured,0.0000,Non_fractured,0.0012,Non_fractured,0.0014,Non_fractured,0.0009,Non_fractured
train,IMG0000349.jpg,Non_fractured,0.0029,Non_fractured,0.0015,Non_fractured,0.0008,Non_fractured,0.0017,Non_fractured
train,IMG0000350.jpg,Non_fractured,0.0050,Non_fractured,0.0060,Non_fractured,0.0009,Non_fractured,0.0044,Non_fractured
train,IMG0000354.jpg,Non_fractured,0.0012,Non_fractured,0.0006,Non_fractured,0.0120,Non_fractured,0.0038,Non_fractured
train,IMG0000356.jpg,Non_fractured,0.0005,Non_fractured,0.0139,Non_fractured,0.0044,Non_fractured,0.0073,Non_fractured
train,IMG0000357.jpg,Non_fractured,0.3312,Non_fractured,0.0047,Non_fractured,0.1208,Non_fractured,0.1359,Non_fractured
train,IMG0000358.jpg,Non_fractured,0.0116,Non_fractured,0.0048,Non_fractured,0.0328,Non_fractured,0.0142,Non_fractured
train,IMG0000359.jpg,Non_fractured,0.0202,Non_fractured,0.0001,Non_fractured,0.0639,Non_fractured,0.0229,Non_fractured
train,IMG0000360.jpg,Non_fractured,0.0462,Non_fractured,0.0006,Non_fractured,0.0134,Non_fractured,0.0180,Non_fractured
train,IMG0000361.jpg,Non_fractured,0.0029,Non_fractured,0.0000,Non_fractured,0.0181,Non_fractured,0.0056,Non_fractured
train,IMG0000363.jpg,Non_fractured,0.0156,Non_fractured,0.0015,Non_fractured,0.0853,Non_fractured,0.0276,Non_fractured
train,IMG0000364.jpg,Non_fractured,0.0296,Non_fractured,0.0023,Non_fractured,0.2462,Non_fractured,0.0742,Non_fractured
train,IMG0000365.jpg,Non_fractured,0.0052,Non_fractured,0.0029,Non_fractured,0.2416,Non_fractured,0.0657,Non_fractured
train,IMG0000366.jpg,Non_fractured,0.0000,Non_fractured,0.0004,Non_fractured,0.2312,Non_fractured,0.0603,Non_fractured
train,IMG0000367.jpg,Non_fractured,0.0046,Non_fractured,0.0016,Non_fractured,0.2285,Non_fractured,0.0616,Non_fractured
train,IMG0000368.jpg,Non_fractured,0.0310,Non_fractured,0.0019,Non_fractured,0.1057,Non_fractured,0.0379,Non_fractured
train,IMG0000369.jpg,Non_fractured,0.0803,Non_fractured,0.0032,Non_fractured,0.1080,Non_fractured,0.0543,Non_fractured
train,IMG0000370.jpg,Non_fractured,0.0019,Non_fractured,0.0054,Non_fractured,0.0082,Non_fractured,0.0050,Non_fractured
train,IMG0000371.jpg,Non_fractured,0.1772,Non_fractured,0.0101,Non_fractured,0.3058,Non_fractured,0.1387,Non_fractured
train,IMG0000372.jpg,Non_fractured,0.0001,Non_fractured,0.0001,Non_fractured,0.0080,Non_fractured,0.0022,Non_fractured
train,IMG0000373.jpg,Non_fractured,0.0736,Non_fractured,0.0043,Non_fractured,0.3225,Non_fractured,0.1084,Non_fractured
train,IMG0000375.jpg,Non_fractured,0.0384,Non_fractured,0.0004,Non_fractured,0.2529,Non_fractured,0.0778,Non_fractured
train,IMG0000376.jpg,Non_fractured,0.0149,Non_fractured,0.0001,Non_fractured,0.0568,Non_fractured,0.0194,Non_fractured
train,IMG0000378.jpg,Non_fractured,0.0011,Non_fractured,0.0028,Non_fractured,0.0302,Non_fractured,0.0094,Non_fractured
train,IMG0000379.jpg,Non_fractured,0.0830,Non_fractured,0.0002,Non_fractured,0.1482,Non_fractured,0.0643,Non_fractured
train,IMG0000380.jpg,Non_fractured,0.0564,Non_fractured,0.0510,Non_fractured,0.2792,Non_fractured,0.1120,Non_fractured
train,IMG0000381.jpg,Non_fractured,0.0833,Non_fractured,0.0220,Non_fractured,0.5975,Fractured,0.1703,Non_fractured
train,IMG0000382.jpg,Non_fractured,0.4426,Non_fractured,0.3074,Fractured,0.9415,Fractured,0.5195,Fractured
train,IMG0000384.jpg,Non_fractured,0.0728,Non_fractured,0.0087,Non_fractured,0.2221,Non_fractured,0.0840,Non_fractured
train,IMG0000385.jpg,Non_fractured,0.0959,Non_fractured,0.0007,Non_fractured,0.0264,Non_fractured,0.0369,Non_fractured
train,IMG0000386.jpg,Non_fractured,0.1590,Non_fractured,0.0183,Non_fractured,0.1377,Non_fractured,0.0928,Non_fractured
train,IMG0000387.jpg,Non_fractured,0.0146,Non_fractured,0.0395,Non_fractured,0.0264,Non_fractured,0.0284,Non_fractured
train,IMG0000388.jpg,Non_fractured,0.0470,Non_fractured,0.0208,Non_fractured,0.2200,Non_fractured,0.0807,Non_fractured
train,IMG0000389.jpg,Non_fractured,0.0118,Non_fractured,0.0001,Non_fractured,0.0225,Non_fractured,0.0095,Non_fractured
train,IMG0000390.jpg,Non_fractured,0.0024,Non_fractured,0.0002,Non_fractured,0.0141,Non_fractured,0.0045,Non_fractured
train,IMG0000391.jpg,Non_fractured,0.0753,Non_fractured,0.0030,Non_fractured,0.0204,Non_fractured,0.0298,Non_fractured
train,IMG0000392.jpg,Non_fractured,0.0185,Non_fractured,0.0112,Non_fractured,0.1438,Non_fractured,0.0479,Non_fractured
train,IMG0000393.jpg,Non_fractured,0.0009,Non_fractured,0.0010,Non_fractured,0.0022,Non_fractured,0.0013,Non_fractured
train,IMG0000394.jpg,Non_fractured,0.0002,Non_fractured,0.0002,Non_fractured,0.0065,Non_fractured,0.0018,Non_fractured
train,IMG0000395.jpg,Non_fractured,0.0045,Non_fractured,0.0002,Non_fractured,0.0090,Non_fractured,0.0038,Non_fractured
train,IMG0000396.jpg,Non_fractured,0.0012,Non_fractured,0.0000,Non_fractured,0.0138,Non_fractured,0.0040,Non_fractured
train,IMG0000397.jpg,Non_fractured,0.0004,Non_fractured,0.0001,Non_fractured,0.0412,Non_fractured,0.0109,Non_fractured
train,IMG0000398.jpg,Non_fractured,0.0245,Non_fractured,0.0008,Non_fractured,0.0004,Non_fractured,0.0081,Non_fractured
train,IMG0000400.jpg,Non_fractured,0.5577,Fractured,0.1780,Fractured,0.2560,Non_fractured,0.2488,Non_fractured
train,IMG0000401.jpg,Non_fractured,0.4669,Non_fractured,0.0779,Non_fractured,0.3498,Non_fractured,0.3898,Non_fractured
